commit	rmse	r2	status	description
9c1d4f3	0.825067	0.142025	discard	batch5 tw 70 leaf 19 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824725	0.142736	discard	batch5 tw 70 leaf 20 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822929	0.146465	discard	batch5 tw 72 leaf 17 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823150	0.146007	discard	batch5 tw 72 leaf 18 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825064	0.142031	discard	batch5 tw 72 leaf 19 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824712	0.142763	discard	batch5 tw 72 leaf 20 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822879	0.146569	keep	batch5 tw 74 leaf 17 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823117	0.146075	discard	batch5 tw 74 leaf 18 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825084	0.141990	discard	batch5 tw 74 leaf 19 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824721	0.142745	discard	batch5 tw 74 leaf 20 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822851	0.146628	keep	batch5 tw 76 leaf 17 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823107	0.146097	discard	batch5 tw 76 leaf 18 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825125	0.141905	discard	batch5 tw 76 leaf 19 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824751	0.142681	discard	batch5 tw 76 leaf 20 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822843	0.146644	keep	batch5 tw 78 leaf 17 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823118	0.146073	discard	batch5 tw 78 leaf 18 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825188	0.141774	discard	batch5 tw 78 leaf 19 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824804	0.142572	discard	batch5 tw 78 leaf 20 mf 075 depth 14 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.821713	0.148987	keep	batch5 tw 68 leaf 17 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823001	0.146317	discard	batch5 tw 68 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825149	0.141855	discard	batch5 tw 68 leaf 19 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824418	0.143374	discard	batch5 tw 68 leaf 20 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.821568	0.149286	keep	batch5 tw 70 leaf 17 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822910	0.146505	discard	batch5 tw 70 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825114	0.141928	discard	batch5 tw 70 leaf 19 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824362	0.143491	discard	batch5 tw 70 leaf 20 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.821444	0.149543	keep	batch5 tw 72 leaf 17 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822841	0.146647	discard	batch5 tw 72 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825100	0.141957	discard	batch5 tw 72 leaf 19 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824326	0.143565	discard	batch5 tw 72 leaf 20 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.821341	0.149756	keep	batch5 tw 74 leaf 17 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822794	0.146745	discard	batch5 tw 74 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825107	0.141942	discard	batch5 tw 74 leaf 19 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824312	0.143595	discard	batch5 tw 74 leaf 20 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.821259	0.149926	keep	batch5 tw 76 leaf 17 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822769	0.146798	discard	batch5 tw 76 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825135	0.141883	discard	batch5 tw 76 leaf 19 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824319	0.143580	discard	batch5 tw 76 leaf 20 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.821198	0.150054	keep	batch5 tw 78 leaf 17 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822765	0.146805	discard	batch5 tw 78 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825184	0.141781	discard	batch5 tw 78 leaf 19 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824347	0.143521	discard	batch5 tw 78 leaf 20 mf 075 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822688	0.146966	discard	batch5 tw 68 leaf 17 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823253	0.145793	discard	batch5 tw 68 leaf 18 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825144	0.141865	discard	batch5 tw 68 leaf 19 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824986	0.142193	discard	batch5 tw 68 leaf 20 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822565	0.147221	discard	batch5 tw 70 leaf 17 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823163	0.145981	discard	batch5 tw 70 leaf 18 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825102	0.141952	discard	batch5 tw 70 leaf 19 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824942	0.142284	discard	batch5 tw 70 leaf 20 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822462	0.147434	discard	batch5 tw 72 leaf 17 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823093	0.146125	discard	batch5 tw 72 leaf 18 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825080	0.141997	discard	batch5 tw 72 leaf 19 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824919	0.142332	discard	batch5 tw 72 leaf 20 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822380	0.147604	discard	batch5 tw 74 leaf 17 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823045	0.146224	discard	batch5 tw 74 leaf 18 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825080	0.141998	discard	batch5 tw 74 leaf 19 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824917	0.142336	discard	batch5 tw 74 leaf 20 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822318	0.147733	discard	batch5 tw 76 leaf 17 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823019	0.146280	discard	batch5 tw 76 leaf 18 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825100	0.141956	discard	batch5 tw 76 leaf 19 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824936	0.142297	discard	batch5 tw 76 leaf 20 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822276	0.147819	discard	batch5 tw 78 leaf 17 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823013	0.146291	discard	batch5 tw 78 leaf 18 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825141	0.141871	discard	batch5 tw 78 leaf 19 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824976	0.142214	discard	batch5 tw 78 leaf 20 mf 075 depth 16 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825081	0.141996	discard	batch5 tw 68 leaf 17 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824062	0.144113	discard	batch5 tw 68 leaf 18 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825852	0.140390	discard	batch5 tw 68 leaf 19 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825781	0.140540	discard	batch5 tw 68 leaf 20 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825023	0.142117	discard	batch5 tw 70 leaf 17 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823993	0.144257	discard	batch5 tw 70 leaf 18 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825827	0.140444	discard	batch5 tw 70 leaf 19 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825755	0.140594	discard	batch5 tw 70 leaf 20 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824984	0.142197	discard	batch5 tw 72 leaf 17 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823945	0.144357	discard	batch5 tw 72 leaf 18 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825821	0.140455	discard	batch5 tw 72 leaf 19 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825749	0.140606	discard	batch5 tw 72 leaf 20 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824966	0.142235	discard	batch5 tw 74 leaf 17 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823918	0.144413	discard	batch5 tw 74 leaf 18 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825837	0.140423	discard	batch5 tw 74 leaf 19 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825764	0.140575	discard	batch5 tw 74 leaf 20 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824968	0.142231	discard	batch5 tw 76 leaf 17 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823912	0.144425	discard	batch5 tw 76 leaf 18 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825872	0.140349	discard	batch5 tw 76 leaf 19 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825800	0.140501	discard	batch5 tw 76 leaf 20 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824990	0.142186	discard	batch5 tw 78 leaf 17 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823927	0.144394	discard	batch5 tw 78 leaf 18 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825929	0.140232	discard	batch5 tw 78 leaf 19 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825856	0.140384	discard	batch5 tw 78 leaf 20 mf 075 depth 17 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824608	0.142979	discard	batch5 tw 68 leaf 17 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824303	0.143613	discard	batch5 tw 68 leaf 18 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825599	0.140918	discard	batch5 tw 68 leaf 19 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825829	0.140439	discard	batch5 tw 68 leaf 20 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824533	0.143135	discard	batch5 tw 70 leaf 17 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824233	0.143758	discard	batch5 tw 70 leaf 18 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825562	0.140996	discard	batch5 tw 70 leaf 19 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825800	0.140500	discard	batch5 tw 70 leaf 20 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824478	0.143249	discard	batch5 tw 72 leaf 17 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824184	0.143860	discard	batch5 tw 72 leaf 18 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825544	0.141032	discard	batch5 tw 72 leaf 19 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825791	0.140518	discard	batch5 tw 72 leaf 20 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824443	0.143323	discard	batch5 tw 74 leaf 17 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824155	0.143920	discard	batch5 tw 74 leaf 18 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825548	0.141025	discard	batch5 tw 74 leaf 19 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825803	0.140494	discard	batch5 tw 74 leaf 20 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824427	0.143355	discard	batch5 tw 76 leaf 17 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824147	0.143936	discard	batch5 tw 76 leaf 18 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825571	0.140976	discard	batch5 tw 76 leaf 19 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825834	0.140428	discard	batch5 tw 76 leaf 20 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824432	0.143345	discard	batch5 tw 78 leaf 17 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.824160	0.143910	discard	batch5 tw 78 leaf 18 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825615	0.140885	discard	batch5 tw 78 leaf 19 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.825886	0.140320	discard	batch5 tw 78 leaf 20 mf 075 depth 18 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823481	0.145320	discard	batch5 tw 68 leaf 18 mf 68 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823380	0.145531	discard	batch5 tw 70 leaf 18 mf 68 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823298	0.145700	discard	batch5 tw 72 leaf 18 mf 68 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823895	0.144460	discard	batch5 tw 68 leaf 18 mf 70 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823814	0.144628	discard	batch5 tw 70 leaf 18 mf 70 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823754	0.144753	discard	batch5 tw 72 leaf 18 mf 70 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823955	0.144336	discard	batch5 tw 68 leaf 18 mf 72 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823886	0.144480	discard	batch5 tw 70 leaf 18 mf 72 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823837	0.144580	discard	batch5 tw 72 leaf 18 mf 72 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823312	0.145671	discard	batch5 tw 68 leaf 18 mf 74 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823219	0.145864	discard	batch5 tw 70 leaf 18 mf 74 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823147	0.146014	discard	batch5 tw 72 leaf 18 mf 74 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823001	0.146317	discard	batch5 tw 68 leaf 18 mf 76 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822910	0.146505	discard	batch5 tw 70 leaf 18 mf 76 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822841	0.146647	discard	batch5 tw 72 leaf 18 mf 76 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822583	0.147183	discard	batch5 tw 68 leaf 18 mf 78 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822488	0.147381	discard	batch5 tw 70 leaf 18 mf 78 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822414	0.147533	discard	batch5 tw 72 leaf 18 mf 78 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822909	0.146507	discard	batch5 tw 68 leaf 18 mf 80 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822826	0.146679	discard	batch5 tw 70 leaf 18 mf 80 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822765	0.146806	discard	batch5 tw 72 leaf 18 mf 80 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822840	0.146651	discard	batch5 tw 68 leaf 18 mf 82 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822760	0.146817	discard	batch5 tw 70 leaf 18 mf 82 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822702	0.146936	discard	batch5 tw 72 leaf 18 mf 82 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822755	0.146827	discard	batch5 tw 68 leaf 18 mf 85 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822684	0.146973	discard	batch5 tw 70 leaf 18 mf 85 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822637	0.147071	discard	batch5 tw 72 leaf 18 mf 85 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822736	0.146866	discard	batch5 tw 68 leaf 18 mf 90 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822693	0.146955	discard	batch5 tw 70 leaf 18 mf 90 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.822675	0.146993	discard	batch5 tw 72 leaf 18 mf 90 depth 15 n 400 alpha 0.1 seed 42 inter none
9c1d4f3	0.823228	0.145845	discard	batch5 tw 68 leaf 18 mf 075 depth 15 n 250 alpha 0.1 seed 42 inter none
9c1d4f3	0.823143	0.146022	discard	batch5 tw 70 leaf 18 mf 075 depth 15 n 250 alpha 0.1 seed 42 inter none
9c1d4f3	0.823079	0.146155	discard	batch5 tw 72 leaf 18 mf 075 depth 15 n 250 alpha 0.1 seed 42 inter none
9c1d4f3	0.823041	0.146234	discard	batch5 tw 68 leaf 18 mf 075 depth 15 n 300 alpha 0.1 seed 42 inter none
9c1d4f3	0.822950	0.146421	discard	batch5 tw 70 leaf 18 mf 075 depth 15 n 300 alpha 0.1 seed 42 inter none
9c1d4f3	0.822881	0.146564	discard	batch5 tw 72 leaf 18 mf 075 depth 15 n 300 alpha 0.1 seed 42 inter none
9c1d4f3	0.823224	0.145853	discard	batch5 tw 68 leaf 18 mf 075 depth 15 n 350 alpha 0.1 seed 42 inter none
9c1d4f3	0.823139	0.146029	discard	batch5 tw 70 leaf 18 mf 075 depth 15 n 350 alpha 0.1 seed 42 inter none
9c1d4f3	0.823076	0.146161	discard	batch5 tw 72 leaf 18 mf 075 depth 15 n 350 alpha 0.1 seed 42 inter none
9c1d4f3	0.822906	0.146514	discard	batch5 tw 68 leaf 18 mf 075 depth 15 n 450 alpha 0.1 seed 42 inter none
9c1d4f3	0.822814	0.146705	discard	batch5 tw 70 leaf 18 mf 075 depth 15 n 450 alpha 0.1 seed 42 inter none
9c1d4f3	0.822743	0.146851	discard	batch5 tw 72 leaf 18 mf 075 depth 15 n 450 alpha 0.1 seed 42 inter none
9c1d4f3	0.822959	0.146404	discard	batch5 tw 68 leaf 18 mf 075 depth 15 n 500 alpha 0.1 seed 42 inter none
9c1d4f3	0.822869	0.146591	discard	batch5 tw 70 leaf 18 mf 075 depth 15 n 500 alpha 0.1 seed 42 inter none
9c1d4f3	0.822800	0.146732	discard	batch5 tw 72 leaf 18 mf 075 depth 15 n 500 alpha 0.1 seed 42 inter none
9c1d4f3	0.822942	0.146438	discard	batch5 tw 68 leaf 18 mf 075 depth 15 n 600 alpha 0.1 seed 42 inter none
9c1d4f3	0.822850	0.146629	discard	batch5 tw 70 leaf 18 mf 075 depth 15 n 600 alpha 0.1 seed 42 inter none
9c1d4f3	0.822780	0.146774	discard	batch5 tw 72 leaf 18 mf 075 depth 15 n 600 alpha 0.1 seed 42 inter none
9c1d4f3	0.823021	0.146274	discard	batch5 tw 68 leaf 18 mf 075 depth 15 n 700 alpha 0.1 seed 42 inter none
9c1d4f3	0.822931	0.146462	discard	batch5 tw 70 leaf 18 mf 075 depth 15 n 700 alpha 0.1 seed 42 inter none
9c1d4f3	0.822862	0.146604	discard	batch5 tw 72 leaf 18 mf 075 depth 15 n 700 alpha 0.1 seed 42 inter none
9c1d4f3	0.823023	0.146271	discard	batch5 tw 68 leaf 18 mf 075 depth 15 n 900 alpha 0.1 seed 42 inter none
9c1d4f3	0.822929	0.146465	discard	batch5 tw 70 leaf 18 mf 075 depth 15 n 900 alpha 0.1 seed 42 inter none
9c1d4f3	0.822857	0.146615	discard	batch5 tw 72 leaf 18 mf 075 depth 15 n 900 alpha 0.1 seed 42 inter none
9c1d4f3	0.822936	0.146451	discard	batch5 tw 68 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 2 inter none
9c1d4f3	0.822836	0.146659	discard	batch5 tw 70 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 2 inter none
9c1d4f3	0.822757	0.146822	discard	batch5 tw 72 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 2 inter none
9c1d4f3	0.823096	0.146119	discard	batch5 tw 68 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 3 inter none
9c1d4f3	0.823006	0.146306	discard	batch5 tw 70 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 3 inter none
9c1d4f3	0.822937	0.146449	discard	batch5 tw 72 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 3 inter none
9c1d4f3	0.823064	0.146186	discard	batch5 tw 68 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 5 inter none
9c1d4f3	0.822967	0.146386	discard	batch5 tw 70 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 5 inter none
9c1d4f3	0.822892	0.146542	discard	batch5 tw 72 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 5 inter none
9c1d4f3	0.823302	0.145691	discard	batch5 tw 68 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 7 inter none
9c1d4f3	0.823213	0.145877	discard	batch5 tw 70 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 7 inter none
9c1d4f3	0.823144	0.146019	discard	batch5 tw 72 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 7 inter none
9c1d4f3	0.823573	0.145129	discard	batch5 tw 68 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 11 inter none
9c1d4f3	0.823491	0.145299	discard	batch5 tw 70 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 11 inter none
9c1d4f3	0.823430	0.145425	discard	batch5 tw 72 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 11 inter none
9c1d4f3	0.823398	0.145493	discard	batch5 tw 68 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 13 inter none
9c1d4f3	0.823311	0.145672	discard	batch5 tw 70 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 13 inter none
9c1d4f3	0.823246	0.145807	discard	batch5 tw 72 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 13 inter none
9c1d4f3	0.823169	0.145967	discard	batch5 tw 68 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 17 inter none
9c1d4f3	0.823079	0.146154	discard	batch5 tw 70 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 17 inter none
9c1d4f3	0.823010	0.146298	discard	batch5 tw 72 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 17 inter none
9c1d4f3	0.822490	0.147376	discard	batch5 tw 68 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 19 inter none
9c1d4f3	0.822386	0.147591	discard	batch5 tw 70 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 19 inter none
9c1d4f3	0.822305	0.147760	discard	batch5 tw 72 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 19 inter none
9c1d4f3	0.823149	0.146009	discard	batch5 tw 68 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 21 inter none
9c1d4f3	0.823063	0.146187	discard	batch5 tw 70 leaf 18 mf 075 depth 15 n 400 alpha 0.1 seed 21 inter none
01dfedb	0.828077	0.135753	discard	extra trees poisson criterion
01dfedb	0.860649	0.066427	discard	log1p target transform
01dfedb	0.820630	0.151229	keep	maxabs scaler for one hot design
